discountPriceID,discount_price,discount_date
22512,208.74,2001-10-18
22513,188.71,2003-05-03
22514,162.96,2010-02-10
22515,175.97,2012-01-05
22516,101.32,2011-03-12
22517,165.78,2000-10-02
22518,160.01,2006-04-30
22519,159.77,2009-03-05
22520,19.78,2004-06-11
22521,17.26,2009-08-12
22522,312.23,2003-11-16
22523,229.28,2006-10-02
22524,215.1,2008-12-06
22525,285.56,2009-01-19
22526,250.68,2012-03-03
22527,463.36,2007-06-12
22528,463.36,2010-01-19
22529,262.05,2004-07-08
22530,303.13,2008-05-10
22531,290.44,2008-07-05
22532,120.68,2003-01-19
22533,121.89,2005-01-20
22534,121.89,2008-05-02
22535,77.43,2005-12-31
22536,75.29,2007-09-19
22537,86.01,2008-07-20
22538,87.32,2011-07-15
22539,134.16,2009-07-25
22540,185.97,2010-01-21
22541,191.19,2010-08-02
22542,108.82,2002-10-20
22543,165.29,2004-10-26
22544,236.72,2008-05-12
22545,36.53,2008-03-27
22546,61.96,2009-06-24
22547,279.88,2002-12-30
22548,337.6,2007-12-13
22549,270.87,2011-08-02
22550,247.84,2012-04-01
22551,372.66,2002-08-31
22552,373.12,2003-08-18
22553,373.12,2006-02-25
22554,373.12,2009-11-09
22555,56.99,2008-05-30
22556,56.99,2011-09-21
22557,14.12,2008-01-29
22558,246.11,2001-09-09
22559,163.44,2008-06-17
22560,115.11,2009-05-26
22561,29.47,2004-09-30
22562,34.86,2009-05-05
22563,34.04,2011-06-05
22564,162.19,2003-12-19
22565,157.57,2008-01-25
22566,124.63,2001-05-31
22567,99.59,2004-04-30
22568,124.79,2004-05-22
22569,107.75,2011-01-24
22570,150.02,2008-05-29
22571,256.37,2009-07-17
22572,69.14,2000-02-21
22573,50.7,2004-05-02
22574,58,2007-10-16
22575,228.9,2011-01-01
22576,228.9,2012-01-08
22577,184.14,2002-08-25
22578,209.87,2006-06-15
22579,230.66,2008-11-04
22580,177.66,2006-02-19
22581,64.83,2009-07-31
22582,113.44,2010-06-19
22583,7.54,2001-09-10
22584,7.39,2004-10-29
22585,6.05,2005-04-28
22586,7.88,2007-05-05
22587,190.22,2000-09-11
22588,189.68,2010-07-29
22589,96.36,2009-11-04
22590,46.21,2000-12-06
22591,60.32,2003-02-19
22592,53.77,2004-10-18
22593,45.27,2006-01-27
22594,119.68,2004-12-28
22595,119.62,2007-07-05
22596,123.9,2007-11-19
22597,430.63,2005-02-05
22598,430.63,2007-08-20
22599,430.63,2008-04-23
22600,430.63,2011-05-30
22601,337.6,2004-02-10
22602,241.07,2007-07-26
22603,211.16,2008-12-28
22604,240.12,2009-05-26
22605,133.03,2006-12-16
22606,139.98,2007-02-01
22607,151.82,2000-05-15
22608,204.34,2005-05-07
22609,166.06,2007-09-24
22610,174.44,2000-12-27
22611,184.9,2000-12-31
22612,137.14,2006-03-03
22613,191.34,2008-05-14
22614,151.44,2009-12-01
22615,178.63,2011-02-09
22616,208.29,2000-09-08
22617,154.74,2001-04-27
22618,33.25,2000-12-24
22619,25.84,2002-10-30
22620,53.67,2009-02-11
22621,238.01,2004-05-13
22622,241.28,2005-05-15
22623,184.96,2011-10-15
22624,2.61,2003-12-25
22625,130.32,2001-03-14
22626,144.87,2005-01-05
22627,112.49,2009-06-07
22628,147.04,2011-08-08
22629,287.11,2001-06-15
22630,277.32,2009-10-02
22631,287.11,2009-10-21
22632,287.11,2009-12-08
22633,287.11,2010-09-07
22634,278.4,2012-01-30
22635,205.56,2003-08-02
22636,235.02,2005-04-13
22637,206.17,2009-11-20
22638,241.05,2012-03-25
22639,64.07,2004-01-13
22640,49.19,2006-05-31
22641,63.33,2011-10-14
22642,121.97,2001-03-19
22643,74.34,2001-08-18
22644,123.73,2009-04-09
22645,92.39,2009-06-19
22646,69.63,2004-09-12
22647,70.34,2007-11-24
22648,68.73,2008-10-14
22649,58.57,2012-05-09
22650,280.12,2001-09-03
22651,55.95,2005-08-30
22652,49.75,2006-04-30
22653,55.95,2009-07-24
22654,55.8,2010-04-09
22655,19.08,2008-09-22
22656,14.42,2009-08-10
22657,370.28,2001-08-29
22658,307.09,2010-03-13
22659,288.35,2004-08-31
22660,288.35,2007-11-04
22661,400.28,2010-12-28
22662,31.43,2007-09-06
22663,20.39,2010-06-25
22664,61.84,2006-07-12
22665,76.32,2008-11-07
22666,73,2005-07-09
22667,73,2009-02-26
22668,172.23,2006-07-12
22669,231.47,2008-06-09
22670,33.99,2008-03-22
22671,39.1,2009-01-27
22672,189.48,2000-01-21
22673,186.74,2004-01-28
22674,193.23,2005-07-15
22675,193.23,2008-09-20
22676,44.55,2002-12-16
22677,27.56,2003-05-06
22678,48.58,2011-12-03
22679,265.96,2004-11-18
22680,267.9,2005-09-24
22681,305.67,2005-11-30
22682,261.67,2010-06-23
22683,280.66,2005-06-09
22684,303.24,2007-02-22
22685,256.07,2002-11-18
22686,291.75,2004-04-11
22687,243.45,2005-06-07
22688,282.56,2008-12-04
22689,77.54,2000-10-18
22690,174.45,2005-11-09
22691,419.38,2001-02-12
22692,376.22,2003-12-27
22693,418.61,2007-04-16
22694,440.65,2007-08-05
22695,311.86,2003-04-30
22696,311.86,2003-07-24
22697,298.54,2010-02-24
22698,311.86,2011-04-06
22699,195.94,2002-12-13
22700,263.56,2007-02-23
22701,213.23,2008-09-16
22702,247.61,2011-06-03
22703,43.76,2008-03-01
22704,41.1,2010-12-07
22705,363.74,2002-01-13
22706,309.77,2004-01-01
22707,62.24,2004-10-03
22708,75.18,2008-01-01
22709,96.93,2005-04-22
22710,102.98,2007-05-18
22711,91.56,2007-08-13
22712,112.03,2010-06-06
22713,211.59,2002-07-30
22714,209.77,2005-12-10
22715,253.97,2006-03-20
22716,96.61,2004-07-27
22717,116.88,2007-04-04
22718,83.81,2010-08-29
22719,84.63,2001-10-06
22720,84.63,2004-09-05
22721,83.23,2009-03-11
22722,84.63,2010-02-19
22723,84.63,2011-06-25
22724,33.92,2005-01-26
22725,34.88,2005-04-17
22726,33.41,2009-08-31
22727,37.37,2002-10-20
22728,37.99,2005-02-13
22729,37.99,2006-03-24
22730,36.94,2008-07-03
22731,25.33,2002-07-11
22732,27.51,2003-06-16
22733,21.19,2007-04-05
22734,26.24,2007-05-05
22735,86.99,2000-02-29
22736,106.34,2004-10-06
22737,89.32,2007-02-21
22738,350.39,2006-03-25
22739,307.76,2010-12-01
22740,318.77,2011-05-26
22741,399.67,2004-04-30
22742,384.28,2008-12-15
22743,382.47,2009-09-01
22744,384.09,2011-07-03
22745,71.29,2003-11-26
22746,87.2,2004-05-31
22747,88.02,2004-09-22
22748,78.64,2005-05-18
22749,250.4,2002-06-24
22750,248.01,2007-08-18
22751,250.4,2011-09-14
22752,132.56,2004-06-17
22753,123.7,2004-10-02
22754,122.25,2001-08-30
22755,123.44,2008-06-28
22756,109.74,2011-09-22
22757,25.62,2007-04-29
22758,106.54,2000-02-08
22759,106.54,2001-10-29
22760,106.54,2010-06-20
22761,204.83,2002-09-21
22762,216.55,2008-08-13
22763,116.48,2004-07-12
22764,90.97,2005-11-27
22765,96.18,2010-11-05
22766,62.53,2003-04-01
22767,71.38,2011-02-08
22768,69.78,2008-06-16
22769,106.91,2009-05-19
22770,93.16,2010-08-19
22771,92.91,2001-08-31
22772,75.53,2003-06-14
22773,142.98,2005-11-29
22774,175.24,2009-11-08
22775,134.2,2010-11-06
22776,189.3,2012-05-03
22777,4.11,2011-06-06
22778,147.16,2000-03-23
22779,117.94,2009-11-19
22780,151.79,2011-09-20
22781,114.85,2000-10-25
22782,111.93,2002-05-11
22783,82.48,2002-11-17
22784,73.36,2005-06-27
22785,116.13,2007-05-18
22786,312.27,2005-02-24
22787,343.67,2003-06-10
22788,361.23,2007-05-28
22789,453.15,2007-08-04
22790,140.07,2001-05-24
22791,233.71,2001-08-07
22792,216.47,2008-08-21
22793,52.33,2008-01-31
22794,253.93,2000-03-01
22795,155.09,2000-07-05
22796,161.02,2007-09-09
22797,195.38,2009-11-02
22798,203.51,2010-11-18
22799,327,2008-01-01
22800,292.04,2008-03-08
22801,125.16,2001-03-23
22802,110.57,2004-05-13
22803,115.97,2008-06-15
22804,155.21,2001-09-13
22805,127.38,2009-09-23
22806,55.34,2000-12-02
22807,52.48,2002-11-08
22808,65.43,2007-04-06
22809,35.52,2012-05-26
22810,39.62,2006-08-08
22811,39.98,2001-10-24
22812,30.72,2004-07-30
22813,39.98,2011-01-04
22814,287.67,2008-08-22
22815,296.13,2009-01-20
22816,9.87,2006-04-14
22817,20.2,2008-06-14
22818,9.31,2011-04-01
22819,103.25,2002-11-26
22820,89.98,2009-07-17
22821,103.25,2010-10-21
22822,5.53,2001-05-20
22823,6.53,2001-06-26
22824,5.39,2003-01-14
22825,6.71,2010-06-06
22826,6.72,2011-03-10
22827,186.8,2001-11-04
22828,199.47,2002-05-22
22829,211.33,2005-01-05
22830,124.21,2008-07-28
22831,180.65,2001-11-01
22832,159.7,2002-09-03
22833,190.98,2002-11-14
22834,142.65,2010-11-04
22835,194.12,2004-04-10
22836,203.3,2004-07-31
22837,464.41,2002-12-28
22838,424.38,2003-09-18
22839,464.41,2011-01-02
22840,35.11,2002-08-17
22841,36.01,2005-09-20
22842,203.77,2003-02-20
22843,171.33,2008-03-29
22844,160.94,2009-02-08
22845,205.43,2011-02-09
22846,187.85,2012-03-16
22847,34.74,2002-07-06
22848,50.13,2007-06-25
22849,65.49,2009-01-26
22850,128.39,2009-07-05
22851,140.86,2006-11-24
22852,34.44,2000-12-26
22853,25.27,2009-07-01
22854,45.2,2003-12-05
22855,50.51,2004-01-29
22856,43.14,2011-01-02
22857,26.91,2004-02-02
22858,27.76,2006-11-29
22859,27.41,2009-05-23
22860,231.02,2005-02-04
22861,222.28,2009-02-24
22862,69.65,2000-08-12
22863,43.32,2000-09-05
22864,65.95,2001-09-02
22865,40.54,2008-04-16
22866,63.14,2010-02-28
22867,98.81,2003-04-15
22868,128.63,2010-07-12
22869,71.23,2002-08-16
22870,68.07,2004-12-15
22871,79.07,2008-11-26
22872,79.07,2009-10-08
22873,79.07,2009-12-15
22874,69.19,2010-07-03
22875,346.91,2010-08-01
22876,318.19,2011-04-17
22877,73.57,2003-04-19
22878,92.01,2009-12-03
22879,35.12,2000-01-13
22880,31.93,2010-02-25
22881,87.49,2001-01-26
22882,110.35,2002-08-21
22883,84.14,2004-04-21
22884,110.96,2006-06-30
22885,97.22,2007-06-15
22886,83.96,2007-07-24
22887,5.58,2002-05-14
22888,5.8,2007-06-25
22889,4.15,2012-04-14
22890,231.74,2001-08-09
22891,180.1,2002-12-18
22892,215.16,2003-04-23
22893,262.61,2003-10-09
22894,253.21,2011-10-30
22895,48.41,2000-02-07
22896,38.09,2002-03-08
22897,49.41,2010-04-03
22898,279.03,2002-05-20
22899,179.7,2006-12-18
22900,214.3,2009-12-26
22901,217.23,2011-01-08
22902,57.93,2000-03-23
22903,60.12,2002-08-05
22904,38.26,2005-12-06
22905,49.99,2008-01-23
22906,46.62,2008-06-09
22907,45.64,2012-05-14
22908,327.68,2003-12-24
22909,327.68,2007-10-10
22910,327.68,2012-01-25
22911,220.73,2003-11-17
22912,238.01,2009-01-15
22913,238.01,2012-06-09
22914,432.41,2000-04-01
22915,348.83,2007-11-19
22916,315.42,2010-02-20
22917,67.56,2000-03-20
22918,67.56,2000-12-01
22919,63.8,2011-03-03
22920,358.38,2005-06-15
22921,74.96,2004-05-19
22922,81.71,2010-08-24
22923,21.97,2001-02-16
22924,29.65,2005-07-24
22925,22.29,2008-10-17
22926,22.72,2010-07-30
22927,26.84,2011-03-17
22928,26.09,2011-04-19
22929,27.53,2006-09-10
22930,34.72,2010-09-22
22931,25.09,2007-11-02
22932,17.5,2010-08-18
22933,19.65,2011-06-24
22934,183.01,2000-07-01
22935,158.83,2012-02-05
22936,224.19,2012-03-23
22937,76.89,2000-10-30
22938,52.83,2002-11-19
22939,76.35,2003-10-16
22940,75.54,2003-11-26
22941,64.46,2011-03-27
22942,201.88,2006-04-22
22943,63.92,2009-02-15
22944,90.16,2010-05-01
22945,76.54,2011-11-15
22946,102.66,2000-05-14
22947,100.87,2001-07-01
22948,115.44,2008-04-26
22949,109.29,2011-03-26
22950,322.05,2008-09-05
22951,106.5,2005-09-16
22952,121.31,2006-05-14
22953,397.16,2003-01-27
22954,373.04,2006-03-21
22955,339.75,2008-08-27
22956,397.16,2010-04-02
22957,365.19,2012-06-01
22958,166.79,2000-07-26
22959,162.85,2002-08-05
22960,136.82,2002-11-08
22961,97.9,2003-08-09
22962,140.18,2005-01-21
22963,150.78,2006-09-19
22964,156.3,2007-07-23
22965,152.09,2012-03-06
22966,105.34,2002-02-10
22967,294.14,2007-06-12
22968,347.71,2010-04-18
22969,49.88,2002-07-09
22970,49.88,2004-12-15
22971,49.88,2008-08-05
22972,199,2007-02-28
22973,34.21,2012-04-13
22974,233.22,2002-05-09
22975,213.73,2003-06-17
22976,193.99,2003-07-27
22977,198.79,2004-04-29
22978,211.08,2005-01-12
22979,75.03,2009-01-29
22980,171.49,2011-09-29
22981,85.64,2011-10-25
22982,244.62,2004-02-10
22983,190.98,2006-03-16
22984,28.63,2002-08-10
22985,33.83,2004-03-12
22986,33.92,2005-03-02
22987,39.46,2011-06-15
22988,251.33,2001-04-01
22989,228.21,2006-02-18
22990,241.17,2011-03-14
22991,182.47,2000-03-21
22992,189.43,2002-03-24
22993,93.34,2002-10-08
22994,125.83,2007-04-02
22995,273.7,2001-08-22
22996,273.7,2009-03-25
22997,154.14,2010-02-20
22998,1.97,2004-02-11
22999,1.97,2006-03-08
23000,1.54,2007-08-01
23001,1.68,2010-03-24
23002,184.72,2000-09-23
23003,227.34,2001-09-22
23004,132.67,2003-04-24
23005,191.2,2008-07-29
23006,190.91,2010-03-05
23007,371.06,2002-06-13
23008,308.57,2008-02-21
23009,118.69,2006-08-08
23010,148.2,2009-08-13
23011,105.2,2010-02-14
23012,128.87,2009-10-24
23013,137.15,2009-12-13
23014,147.92,2005-11-24
23015,219.7,2011-05-27
23016,493.99,2007-11-26
23017,487.13,2008-06-01
23018,131.52,2002-05-02
23019,143.78,2003-12-02
23020,120.02,2004-05-18
23021,110.72,2007-06-19
23022,135.49,2009-01-05
23023,251.77,2001-09-24
23024,171.42,2011-06-12
23025,356.66,2012-06-17
23026,244.91,2009-12-15
23027,181.85,2010-10-28
23028,92.7,2010-08-20
23029,210.53,2007-06-19
23030,10.51,2010-12-23
23031,23.81,2009-10-14
23032,307.05,2000-03-27
23033,321.13,2004-08-09
23034,321.13,2005-10-23
23035,321.13,2006-10-28
23036,292.84,2011-04-08
23037,321.13,2011-10-25
23038,313.45,2012-06-19
23039,350.44,2002-09-18
23040,240.06,2006-02-19
23041,272.33,2012-06-09
23042,85.78,2001-06-24
23043,115.37,2006-01-23
23044,94.48,2007-08-09
23045,278.79,2002-12-21
23046,278.79,2003-07-17
23047,151.44,2004-07-14
23048,210.38,2005-06-15
23049,210.69,2006-02-04
23050,197.27,2009-08-04
23051,129.22,2009-12-31
23052,360.93,2010-01-02
23053,47.88,2000-01-01
23054,31.58,2001-11-21
23055,406.7,2001-07-16
23056,406.7,2001-09-30
23057,406.7,2001-10-28
23058,406.7,2005-12-21
23059,133.54,2008-05-06
23060,463.21,2002-10-20
23061,454.88,2004-03-09
23062,463.21,2011-01-21
23063,198.03,2000-06-29
23064,159.31,2000-11-15
23065,211.19,2007-04-08
23066,188.84,2008-10-02
23067,210.36,2010-07-22
23068,210.36,2011-01-24
23069,19.43,2003-03-10
23070,23.7,2003-11-24
23071,21.32,2006-02-15
23072,21.88,2008-04-29
23073,19.17,2009-01-30
23074,240.25,2008-06-25
23075,179.12,2006-10-21
23076,87.02,2000-10-08
23077,67.36,2001-06-18
23078,69.95,2002-02-04
23079,89.24,2002-12-10
23080,72.56,2004-10-28
23081,89.33,2006-06-17
23082,65.19,2007-01-12
23083,145.9,2001-06-14
23084,74.21,2003-07-28
23085,110.83,2012-02-06
23086,130.07,2001-08-26
23087,205.62,2007-07-31
23088,144.52,2009-10-31
23089,138.64,2011-12-11
23090,228.59,2010-04-09
23091,137.27,2000-06-05
23092,194.9,2006-01-18
23093,206.29,2007-09-11
23094,90.35,2008-01-19
23095,261,2001-06-08
23096,261,2005-11-26
23097,261,2006-08-07
23098,231.9,2003-05-21
23099,189.1,2011-02-04
23100,106.36,2001-08-25
23101,106.36,2004-01-12
23102,106.36,2006-04-30
23103,106.36,2010-09-09
23104,121.44,2002-04-28
23105,144.4,2005-03-01
23106,103.88,2005-03-08
23107,106.31,2010-08-15
23108,148.67,2012-04-18
23109,196.3,2006-08-10
23110,433.13,2000-07-29
23111,419.76,2005-08-21
23112,433.13,2007-10-06
23113,433.13,2009-04-14
23114,124.87,2003-12-08
23115,151.31,2009-09-01
23116,26.37,2002-01-09
23117,36.09,2005-01-22
23118,226.98,2007-07-13
23119,226.98,2011-11-23
23120,287.53,2000-08-21
23121,266.17,2005-11-09
23122,282.26,2008-11-07
23123,197.13,2012-06-26
23124,319.36,2002-07-30
23125,29.9,2002-07-30
23126,34.82,2002-08-09
23127,32.2,2010-09-01
23128,205.34,2003-12-29
23129,162.12,2004-01-18
23130,149.81,2004-03-16
23131,133.45,2005-01-10
23132,173.05,2005-09-05
23133,166.74,2009-07-28
23134,377.69,2004-08-10
23135,401.48,2005-03-14
23136,401.48,2005-10-14
23137,157.95,2003-11-01
23138,76.93,2004-08-02
23139,160.19,2005-04-03
23140,52.77,2000-09-08
23141,27.88,2001-11-20
23142,53.01,2001-12-11
23143,29.57,2005-11-22
23144,28.78,2006-08-12
23145,367.33,2003-04-29
23146,435.02,2005-12-17
23147,440.47,2007-02-05
23148,426.87,2007-10-19
23149,440.47,2008-03-29
23150,440.47,2012-03-15
23151,377.58,2000-03-17
23152,377.58,2006-05-14
23153,377.58,2007-05-10
23154,377.58,2009-03-06
23155,98.46,2001-03-20
23156,87.84,2001-09-09
23157,90.24,2003-10-10
23158,166.85,2006-05-21
23159,182.67,2011-09-01
23160,53.08,2004-09-27
23161,30.65,2005-04-21
23162,31.31,2008-01-13
23163,40.73,2010-10-14
23164,14.91,2004-09-07
23165,17.37,2005-07-31
23166,16.65,2011-04-07
23167,257.41,2002-09-21
23168,269.27,2011-11-23
23169,13.25,2000-01-09
23170,9.05,2003-03-01
23171,13.49,2007-03-24
23172,190.3,2010-10-09
23173,13.97,2002-05-28
23174,15.83,2003-04-27
23175,18.49,2003-10-11
23176,13.28,2005-07-28
23177,18.12,2010-06-11
23178,131.76,2000-06-12
23179,160.08,2009-12-19
23180,58.44,2000-12-09
23181,44.1,2003-12-28
23182,69.12,2006-12-09
23183,42.92,2010-06-26
23184,235.24,2000-08-03
23185,191.63,2006-02-26
23186,244.84,2008-08-11
23187,249.74,2009-03-01
23188,215.89,2012-03-23
23189,80.57,2006-10-25
23190,107.84,2008-03-25
23191,240.88,2002-03-16
23192,294.27,2002-11-20
23193,282.27,2003-12-06
23194,294.72,2006-06-24
23195,276.66,2006-11-11
23196,195.4,2001-03-03
23197,193.55,2007-06-21
23198,209.69,2009-04-10
23199,209.13,2010-04-19
23200,244.68,2011-07-26
23201,69.25,2001-12-25
23202,63.96,2005-03-30
23203,69.25,2009-02-02
23204,69.25,2010-06-09
23205,248.19,2003-04-18
23206,230.1,2004-08-17
23207,253.72,2005-02-14
23208,253.72,2005-10-03
23209,233.97,2003-03-25
23210,187.98,2005-07-14
23211,216.3,2009-12-05
23212,240.14,2009-12-09
23213,455.11,2003-04-15
23214,447.13,2007-08-20
23215,455.11,2010-02-13
23216,334.45,2010-04-11
23217,412.98,2011-09-30
23218,424.11,2012-04-21
23219,13,2001-09-13
23220,11.52,2003-03-15
23221,12.68,2009-09-21
23222,123.33,2004-05-15
23223,12.07,2004-12-25
23224,9.94,2011-01-28
23225,141.84,2005-11-18
23226,45.02,2006-02-06
23227,46.43,2010-04-14
23228,44.24,2010-06-18
23229,41.5,2000-06-28
23230,102.69,2005-01-04
23231,162.46,2011-05-23
23232,51.86,2001-07-09
23233,36.07,2002-07-30
23234,63.74,2004-11-16
23235,26.64,2006-01-03
23236,201.83,2003-04-01
23237,192.29,2003-05-23
23238,188.14,2004-01-29
23239,195.97,2010-04-28
23240,247.59,2011-02-02
23241,197.73,2011-05-15
23242,100.09,2001-10-27
23243,45.02,2002-08-31
23244,192.32,2000-05-05
23245,169.09,2000-12-10
23246,236.2,2008-01-07
23247,153.5,2007-08-13
23248,153.5,2009-06-27
23249,153.5,2010-08-14
23250,221.36,2001-09-03
23251,195.93,2003-05-25
23252,225.61,2009-04-07
23253,254.68,2001-05-04
23254,240.31,2006-02-14
23255,240.47,2006-12-08
23256,284.33,2008-05-22
23257,217.61,2010-01-24
23258,120.08,2001-02-10
23259,128.6,2004-10-04
23260,77.8,2007-10-01
23261,103.03,2011-06-08
23262,22.36,2001-11-22
23263,25.84,2006-01-14
23264,19.08,2006-04-25
23265,24.02,2007-12-21
23266,19.79,2008-03-26
23267,54.9,2000-04-17
23268,58.25,2000-11-30
23269,55.08,2004-10-27
23270,57.9,2009-07-10
23271,56.05,2009-08-14
23272,362.7,2003-07-29
23273,362.7,2004-11-14
23274,348.82,2005-05-22
23275,319.04,2010-03-27
23276,150.23,2001-07-23
23277,118.21,2003-06-20
23278,144.44,2009-09-18
23279,167.73,2009-11-08
23280,104.14,2000-03-26
23281,112.87,2000-05-08
23282,150.7,2002-04-25
23283,102.77,2004-04-10
23284,118.7,2005-12-29
23285,131.24,2009-06-05
23286,74.06,2001-11-18
23287,58.11,2005-11-06
23288,39.63,2009-12-23
23289,48.28,2012-03-19
23290,116.96,2001-03-16
23291,87.94,2003-12-16
23292,139.58,2009-08-26
23293,210.49,2011-12-15
23294,36.07,2010-06-13
23295,87.98,2008-06-19
23296,121.29,2010-05-20
23297,136.89,2011-03-24
23298,20.54,2010-05-20
23299,29.36,2002-05-05
23300,51.41,2010-05-30
23301,37.6,2011-11-25
23302,61.32,2012-02-17
23303,186.12,2001-10-02
23304,170.55,2002-08-28
23305,154.29,2007-07-04
23306,418.94,2005-03-24
23307,437.19,2005-09-19
23308,162.03,2006-04-03
23309,168.45,2003-07-20
23310,203.59,2004-12-09
23311,250.9,2010-04-20
23312,371.78,2009-04-01
23313,91.52,2002-03-15
23314,47.76,2009-11-06
23315,52.78,2011-07-28
23316,367.25,2003-08-02
23317,352.72,2009-09-22
23318,368.23,2010-02-08
23319,92.96,2010-09-11
23320,158.03,2005-05-09
23321,122.71,2005-05-21
23322,140.64,2010-07-07
23323,160.02,2011-02-14
23324,43.06,2012-01-26
23325,87.95,2000-02-25
23326,95.3,2001-08-04
23327,93.12,2001-08-15
23328,264.4,2004-05-18
23329,234.15,2008-06-12
23330,17.85,2001-11-04
23331,10.48,2009-09-16
23332,490.9,2005-12-14
23333,490.9,2007-03-27
23334,490.9,2007-09-09
23335,489.16,2011-08-21
23336,45.66,2001-04-17
23337,45.58,2002-05-06
23338,41.84,2009-12-17
23339,43.29,2009-12-26
23340,81.98,2000-11-03
23341,60.79,2008-01-17
23342,73.12,2009-04-25
23343,87.92,2010-05-18
23344,199.73,2004-10-18
23345,184.61,2007-02-25
23346,132.85,2003-01-25
23347,139.41,2007-04-26
23348,86.78,2008-11-14
23349,221.18,2000-01-22
23350,236.27,2007-07-18
23351,240.31,2011-05-04
23352,92.69,2004-04-08
23353,83.14,2008-12-13
23354,120.15,2001-12-06
23355,109.25,2003-12-07
23356,120.17,2007-08-04
23357,97.5,2002-03-21
23358,89.53,2005-06-23
23359,90.04,2010-07-01
23360,116.51,2011-01-07
23361,400.07,2001-11-26
23362,346.91,2004-08-04
23363,179.13,2002-09-24
23364,179.13,2010-07-05
23365,8.94,2000-11-05
23366,12.33,2010-05-20
23367,8.56,2012-05-27
23368,121.83,2000-02-28
23369,113.73,2005-01-29
23370,146.4,2008-12-31
23371,127.61,2011-02-03
23372,374.51,2011-08-13
23373,308.77,2012-06-18
23374,65.75,2010-01-08
23375,55.84,2010-10-10
23376,41.43,2011-07-12
23377,110.53,2001-11-13
23378,110.53,2002-06-09
23379,110.53,2002-07-13
23380,110.53,2004-05-23
23381,12.07,2001-03-21
23382,11.63,2006-05-02
23383,14.52,2011-09-27
23384,17.33,2012-06-02
23385,64.81,2005-10-15
23386,102.02,2007-01-29
23387,95.82,2007-09-24
23388,85.89,2008-06-02
23389,92.87,2011-09-15
23390,46.58,2002-09-11
23391,105.64,2010-04-20
23392,61.01,2012-04-20
23393,465.11,2004-01-22
23394,388.73,2007-06-30
23395,465.11,2009-11-14
23396,465.11,2010-06-15
23397,450.63,2011-03-15
23398,184.98,2001-08-13
23399,187.18,2002-03-08
23400,175.94,2012-02-05
23401,91.72,2004-09-29
23402,96.52,2010-07-01
23403,117.95,2011-12-07
23404,179.84,2011-09-11
23405,209.54,2002-12-18
23406,147.11,2011-02-03
23407,235.52,2011-06-08
23408,208.84,2012-01-23
23409,11.67,2004-02-08
23410,14.44,2011-09-04
23411,47.25,2001-07-10
23412,53.48,2002-08-05
23413,49.89,2006-12-05
23414,53.48,2009-12-25
23415,155.13,2006-07-08
23416,125.36,2007-06-25
23417,150.32,2009-02-22
23418,37.87,2000-04-02
23419,35.9,2004-06-12
23420,37.06,2006-05-14
23421,175.02,2008-08-07
23422,246,2000-08-25
23423,326.11,2001-05-05
23424,92.42,2004-05-06
23425,91.41,2011-02-14
23426,90.38,2011-02-26
23427,144.48,2011-10-12
23428,332.65,2000-06-01
23429,332.65,2005-12-04
23430,451.47,2000-10-15
23431,427.97,2002-11-21
23432,414.31,2008-07-21
23433,451.47,2010-07-22
23434,421.14,2011-12-23
23435,44.8,2007-02-25
23436,47.01,2008-11-27
23437,27.07,2009-02-07
23438,28.95,2009-10-30
23439,44.04,2011-11-25
23440,100.02,2000-11-05
23441,91.07,2009-10-25
23442,299.15,2001-04-13
23443,299.15,2005-02-11
23444,298.06,2005-07-04
23445,299.15,2005-12-08
23446,299.15,2009-07-10
23447,299.15,2010-01-02
23448,309.66,2006-01-22
23449,208.72,2006-08-16
23450,195.01,2002-10-31
23451,190.1,2006-06-25
23452,195.01,2007-04-15
23453,195.01,2007-10-30
23454,195.01,2009-09-03
23455,97.69,2002-02-23
23456,189.52,2009-08-17
23457,76.2,2008-03-02
23458,76.2,2009-11-21
23459,71.98,2010-05-23
23460,266.79,2006-07-20
23461,266.79,2010-04-05
23462,253.5,2003-01-07
23463,316.16,2008-01-20
23464,70.16,2006-06-06
23465,80.81,2009-05-04
23466,275.1,2003-06-02
23467,276.06,2009-05-21
23468,240.37,2009-12-05
23469,200.12,2011-08-16
23470,179.81,2006-09-02
23471,2.58,2006-03-29
23472,3.91,2009-01-31
23473,2.57,2009-02-11
23474,22.76,2001-05-29
23475,23.31,2007-08-05
23476,32.32,2010-04-10
23477,31.58,2011-05-19
23478,4.53,2000-09-29
23479,4.82,2007-01-08
23480,7.3,2008-12-26
23481,253.45,2007-03-19
23482,231.8,2008-08-09
23483,250.35,2001-03-06
23484,177.31,2004-09-10
23485,189.49,2006-03-28
23486,163.89,2010-11-03
23487,214.61,2010-09-25
23488,42.69,2000-09-20
23489,59.28,2006-07-13
23490,71.12,2008-10-30
23491,80.55,2011-02-25
23492,230.27,2000-07-14
23493,148.61,2001-06-25
23494,101.6,2005-12-17
23495,111.49,2011-01-26
23496,156.88,2011-05-06
23497,424.42,2000-07-30
23498,424.42,2001-12-30
23499,424.42,2007-11-17
23500,151.79,2003-07-08
23501,137,2008-05-20
23502,122.44,2009-03-15
23503,217.23,2011-07-04
23504,148.84,2005-02-07
23505,169.06,2010-05-25
23506,169.06,2012-04-14
23507,290.42,2004-06-03
23508,305.5,2008-12-08
23509,468.51,2003-09-17
23510,468.51,2005-02-09
23511,468.51,2008-02-15
